blueWins,blueWardsPlaced,blueKills,blueDeaths,blueAssists,blueTotalGold,blueTotalMinionsKilled
0,14,1,6,1,13775,206
1,19,10,5,12,18418,247
1,50,3,4,3,14815,189
1,16,13,8,20,21728,242
0,15,5,2,8,16348,243
0,14,6,5,8,16302,231
0,18,3,5,4,15410,216
0,18,4,8,3,15119,216
0,13,7,8,7,16561,201
0,14,1,5,2,13736,180
0,18,4,5,5,15481,222
0,18,4,6,3,15967,227
1,77,5,6,6,16627,223
1,14,9,8,8,17087,190
1,48,6,3,8,17612,246
0,56,8,6,17,16731,205
1,24,12,8,17,18360,202
1,15,8,4,4,18075,237
0,42,10,5,11,19636,247
1,12,6,2,8,16897,234
0,12,4,5,4,14538,211
1,18,2,8,2,14868,224
1,18,14,5,12,20979,250
1,18,4,6,7,16513,249
1,15,4,4,5,16180,210
1,23,6,3,8,16050,195
0,22,2,5,2,14428,210
0,17,6,14,4,16150,194
0,54,7,3,7,17576,227
1,41,4,4,5,14990,187
1,16,8,8,7,17664,220
0,18,4,3,4,16114,235
0,15,3,6,3,15299,230
1,18,10,2,12,18912,257
1,17,7,4,11,19915,246
1,14,7,6,9,18273,207
0,15,4,5,3,15158,219
1,18,4,5,5,16086,222
0,17,9,6,7,18626,226
0,18,8,10,13,17048,193
0,16,2,5,1,14819,223
0,15,5,5,7,15082,199
0,16,1,3,1,14605,244
0,19,9,10,12,17063,200
0,15,1,9,0,13881,225
1,37,6,4,5,17180,258
1,14,6,9,4,16978,229
1,18,12,5,10,17827,208
1,17,6,5,8,16168,176
0,21,3,5,5,15544,238
1,12,10,10,9,17566,183
1,13,5,7,7,15293,202
1,16,9,2,8,17303,219
1,21,4,4,5,17201,234
1,37,6,3,3,18742,252
1,15,5,8,7,16519,210
0,12,1,9,1,13727,207
0,15,8,9,10,17617,217
1,15,11,4,15,19432,228
0,40,4,7,4,15280,202
1,16,3,4,3,15496,214
0,20,4,12,4,15263,176
1,44,6,4,5,17012,225
1,13,1,6,2,14168,217
1,13,9,8,13,17060,207
1,37,7,4,10,17053,219
1,28,7,12,9,17185,200
0,18,3,5,6,16690,248
1,14,10,4,12,18246,229
1,17,7,7,8,16310,219
1,17,5,3,5,16766,232
0,16,12,11,12,19460,223
1,14,5,6,4,15307,205
0,14,4,6,5,15908,218
1,18,6,5,5,16966,231
1,83,6,6,2,16995,241
0,15,12,7,17,18292,216
1,17,6,3,8,16481,229
0,13,3,6,4,14907,226
1,10,6,8,7,15108,191
0,10,6,8,7,14779,137
0,49,6,5,2,15739,193
0,23,6,7,9,16660,210
0,12,0,5,0,13561,222
0,9,8,1,5,17761,247
0,19,1,6,1,14910,245
1,17,9,6,8,17410,190
0,20,4,6,3,15518,241
1,13,8,7,10,18261,248
0,17,4,5,7,15574,236
0,14,5,7,5,16565,220
0,15,5,4,8,16163,242
0,13,3,9,5,14724,218
1,16,10,3,8,17953,213
0,16,5,12,5,14819,164
0,17,4,7,4,15025,212
1,35,11,8,14,18302,235
0,18,11,7,7,18197,205
1,17,8,3,7,18363,233
1,17,8,2,7,17543,254
0,13,8,7,9,16973,204
0,16,7,8,8,16586,226
1,15,11,5,15,18106,191
0,73,9,13,15,16300,141
0,17,8,9,7,16397,183
1,19,6,2,5,16948,241
0,20,4,3,6,14992,213
0,50,5,4,8,16560,220
0,24,5,3,6,15759,219
1,14,6,10,9,14711,154
1,19,6,4,7,16940,244
0,17,4,5,4,15218,203
0,18,4,5,6,15466,228
1,8,4,3,2,15278,227
1,13,16,4,17,19651,200
0,45,9,4,6,18233,244
1,36,7,4,13,17470,206
0,18,7,8,5,16768,225
0,21,3,4,3,14509,201
1,15,7,3,5,16178,216
0,14,2,6,0,14333,223
1,18,9,9,12,17732,194
0,20,4,9,3,14695,207
1,14,7,3,13,17800,223
1,16,4,3,3,16048,255
1,15,1,1,0,14163,246
1,13,4,6,3,15695,238
0,39,3,6,6,14844,218
0,12,9,10,3,15974,175
1,18,3,7,5,14995,240
0,15,4,12,5,14799,218
0,16,10,11,14,17056,167
0,14,7,6,10,16243,192
0,17,11,10,14,17892,157
1,16,6,3,4,16508,243
1,20,4,2,4,16568,242
1,16,5,5,6,16503,231
0,60,9,9,7,17459,185
1,11,7,7,5,17024,222
1,21,5,4,3,16660,252
0,15,2,9,0,14244,207
0,14,1,10,1,14041,226
1,37,4,2,1,16752,232
1,18,8,2,13,17563,203
1,23,6,6,4,17262,231
1,15,9,3,9,17438,186
0,14,3,8,3,14275,180
1,18,7,4,10,16753,220
1,14,8,4,9,17163,224
0,46,5,6,8,15750,214
1,18,7,6,6,15954,211
1,16,9,3,10,18293,240
0,17,13,5,16,19336,212
0,15,2,8,1,14014,205
0,17,6,6,8,16207,211
1,17,4,1,4,16654,255
1,15,4,4,6,16711,233
0,15,7,3,10,16578,200
1,42,4,8,7,16220,227
0,138,6,4,8,15096,199
1,18,10,8,13,18426,192
1,14,11,3,14,18758,212
0,16,4,7,3,15928,204
1,15,6,3,9,16233,215
1,13,8,8,7,16493,175
0,56,6,10,8,15633,210
1,57,7,2,8,17750,237
0,21,5,14,6,16251,213
1,15,7,7,6,17627,244
0,18,5,10,4,17315,253
0,17,4,5,4,15663,237
0,15,2,4,1,14865,233
1,20,5,2,4,16230,235
1,11,5,5,1,16065,247
0,15,7,5,8,17049,223
0,14,4,3,5,15412,212
1,14,10,8,10,17949,200
1,16,6,4,5,16938,220
0,25,4,8,7,14627,193
0,18,6,3,7,16485,222
0,90,4,5,2,15246,217
0,58,10,9,19,17583,201
1,14,10,6,9,18655,254
1,41,7,7,5,16875,219
1,15,6,1,4,17872,247
1,14,7,6,9,16574,197
0,15,9,5,7,17651,222
0,78,4,10,7,15035,183
1,18,5,5,3,16399,236
0,10,8,8,13,18236,221
1,16,5,3,6,15782,219
0,60,7,3,9,16938,226
0,11,5,10,5,14740,156
0,10,5,12,6,15299,169
1,10,8,5,8,17615,206
1,16,13,3,14,20955,225
1,16,6,2,8,16636,245
0,14,0,4,0,13805,221
0,18,11,10,16,18453,204
0,17,5,13,5,14642,171
0,39,3,7,4,14503,207
0,18,3,7,3,15335,234
0,43,6,8,10,15629,176
0,16,5,12,6,15782,195
1,17,12,5,17,18685,234
1,16,2,9,3,14901,214
0,10,1,6,1,14012,230
0,13,4,8,5,15913,193
0,21,5,6,2,14969,200
0,60,3,2,2,14863,230
0,16,5,8,6,15985,214
0,17,9,10,7,17407,214
0,13,5,3,5,15829,237
0,16,5,9,3,14953,183
1,13,13,3,8,20389,235
1,47,6,5,5,16789,233
1,17,13,5,14,20403,238
1,15,2,5,2,15318,219
1,41,2,4,3,15180,225
1,19,8,3,11,18200,218
0,12,5,5,5,15646,186
0,13,5,7,6,15747,192
0,30,3,7,3,14668,197
1,17,8,3,7,19318,257
1,14,10,7,8,18302,237
0,18,5,6,6,15167,200
0,12,3,8,4,15330,205
0,18,2,5,1,14579,218
0,10,5,12,7,15828,195
0,16,10,6,11,18001,216
0,16,5,4,4,17305,246
1,13,11,4,10,18706,243
0,9,7,9,6,16939,223
1,16,5,3,5,17645,224
0,16,6,10,5,15985,176
0,17,12,9,11,18325,190
1,18,6,9,7,18050,238
1,17,11,9,12,18585,221
0,16,2,7,4,14367,203
0,14,7,4,7,16743,215
1,19,13,10,7,18388,185
0,43,4,5,3,15710,242
0,86,6,4,10,17275,241
0,38,7,8,9,16623,206
1,15,6,1,6,17402,262
1,35,7,3,6,17555,248
1,39,2,8,3,14952,264
0,17,6,9,6,15487,187
1,11,7,3,6,18351,222
0,16,1,9,1,13797,173
1,16,6,7,3,16241,238
1,16,6,5,5,17065,257
1,18,8,0,6,18609,244
1,23,8,5,8,16259,171
0,14,8,4,6,17858,267
1,16,12,7,12,19055,225
1,15,8,7,10,17217,185
0,17,6,4,7,16091,238
0,14,8,10,13,17174,244
0,14,3,7,2,14961,220
1,21,7,9,8,16076,187
0,14,5,9,3,15905,203
0,41,6,10,7,15075,179
1,18,7,6,9,16711,207
0,38,7,2,11,17371,209
0,12,3,4,5,15537,231
0,15,2,12,2,13751,183
1,17,8,1,10,18888,232
0,13,3,11,2,13962,192
1,15,5,8,4,16697,214
0,18,4,8,3,15815,245
1,13,6,4,5,17047,260
0,15,5,13,2,15118,214
0,17,6,9,7,16035,196
1,16,8,3,7,16225,179
0,122,3,2,4,15033,211
0,16,8,10,11,17064,185
0,14,13,8,12,18043,186
0,18,5,4,7,15710,239
0,14,6,0,7,17476,226
1,34,1,7,1,14745,236
0,16,6,9,8,16052,221
1,14,10,2,14,18888,242
0,13,3,7,5,15423,241
0,18,7,7,6,15927,192
0,16,5,8,3,15967,223
1,146,13,9,13,19929,224
0,20,5,5,7,16110,222
1,15,9,8,9,17631,214
1,15,4,4,4,16337,251
1,14,6,5,8,16693,240
1,16,5,7,7,18334,231
1,14,4,9,7,14641,171
0,13,2,4,2,14524,214
0,18,6,5,10,16111,219
0,17,3,9,4,15284,207
1,19,2,6,1,14107,180
1,10,7,7,7,17152,223
1,15,7,9,8,16025,197
1,16,2,3,2,15130,234
0,15,7,5,11,16230,181
0,18,7,7,4,16113,205
0,22,10,9,8,17394,195
0,13,2,9,0,13803,203
0,14,3,9,2,13893,171
0,13,5,6,5,16312,239
1,17,11,6,15,18205,207
1,12,5,7,6,16484,242
0,16,6,8,10,16661,233
0,15,5,10,7,15381,202
0,12,13,6,14,19234,179
1,17,11,4,14,19350,234
0,41,5,6,3,17389,224
0,13,8,6,9,16138,195
1,60,3,2,2,15271,199
1,32,10,9,7,17584,159
0,18,8,4,10,17297,211
1,15,9,3,14,17693,201
1,12,4,7,5,14703,232
1,15,6,6,12,17394,233
0,35,9,5,14,16563,182
0,11,4,2,3,15270,225
0,16,3,6,3,14906,195
1,13,14,3,8,19085,226
1,17,2,2,3,15290,253
0,16,4,8,7,15557,212
1,13,8,3,7,17318,244
0,15,7,6,5,16359,219
0,14,3,8,4,14722,218
0,12,3,8,3,15035,202
0,13,2,9,2,14663,228
0,17,4,7,3,15504,222
0,16,4,6,2,16463,247
1,26,7,8,6,17009,241
1,15,6,6,6,16866,218
0,14,6,3,4,16982,242
0,13,3,12,5,15051,211
0,15,10,3,11,18719,236
0,17,7,13,11,15541,180
1,19,14,10,24,20114,220
1,14,10,3,8,20173,248
0,11,9,9,14,17058,174
0,13,11,6,17,19900,200
1,15,5,6,5,15536,179
0,9,5,11,5,15946,208
1,23,17,9,29,22449,209
0,13,6,9,8,15087,177
1,20,3,4,6,14632,198
1,16,8,6,4,16883,215
0,11,7,15,5,15463,208
0,21,5,4,6,16158,175
1,19,4,7,6,15295,225
1,34,8,6,5,17540,232
1,14,6,1,6,17066,239
0,21,5,5,6,16110,245
1,18,9,5,6,17707,205
1,15,6,7,5,16461,173
0,16,5,4,4,16429,242
0,15,3,7,3,15495,226
0,8,4,5,4,15875,235
0,13,7,5,10,16521,223
1,39,7,6,10,16781,195
0,16,10,4,12,17748,175
0,33,5,13,2,16145,221
0,14,3,6,3,15049,200
1,19,8,4,13,16712,194
0,15,8,6,11,17662,219
0,25,3,12,2,15197,223
1,58,6,3,6,17604,248
0,12,10,12,7,17431,202
0,12,2,11,2,14346,200
0,15,8,3,8,17623,229
0,93,8,8,8,18683,218
1,16,4,4,5,15561,226
0,15,10,10,11,18172,218
1,12,6,6,2,16753,190
0,15,6,6,7,15800,203
0,21,1,12,1,13525,210
1,40,5,3,5,16418,242
0,12,3,4,2,14867,222
0,18,1,8,0,14288,237
1,16,6,5,7,16106,216
0,14,7,7,4,16068,193
1,13,6,7,6,16559,208
1,16,5,5,5,16388,256
1,13,4,8,6,15077,208
0,17,2,7,2,15106,237
0,13,4,5,6,16569,228
1,17,9,6,11,16863,227
0,20,7,11,7,16171,166
1,12,7,1,12,17149,216
1,20,5,2,4,16071,224
1,15,8,4,12,18498,232
0,14,3,7,3,14936,225
1,14,12,6,17,18901,210
1,17,6,3,6,16372,191
1,17,10,3,11,17959,222
0,16,2,10,1,13550,194
1,16,4,8,4,15767,233
1,17,10,5,6,17156,235
0,36,2,12,2,13802,202
0,40,5,9,5,15184,199
1,18,3,3,3,15923,248
1,17,4,4,3,15222,228
0,8,2,4,1,14856,240
0,17,6,10,7,15336,187
1,22,10,3,15,18488,224
1,15,5,7,4,15681,205
0,89,3,5,3,17159,250
1,26,3,5,2,15221,218
0,18,8,7,10,16746,188
0,15,6,8,8,18235,229
1,21,5,7,5,16514,244
0,49,8,8,14,17346,191
0,19,3,5,5,14838,208
0,16,3,9,4,14471,208
1,35,5,2,5,16214,225
0,15,8,5,12,17839,217
1,15,6,5,7,17674,225
1,16,11,3,13,19008,206
1,13,4,4,6,15800,231
0,15,6,11,3,16225,203
1,47,8,3,8,18237,230
0,13,6,6,5,16512,225
1,15,9,3,17,17478,257
1,15,3,6,2,15804,222
0,21,7,5,6,16158,224
0,15,5,5,7,15799,225
1,16,9,5,12,18876,235
0,15,2,4,1,15193,252
1,16,8,4,8,19528,257
0,22,7,7,6,17597,244
0,15,5,6,3,16495,230
0,41,5,8,3,16042,238
1,18,3,5,3,15636,220
1,30,11,7,11,19063,237
1,19,11,2,20,18963,239
1,15,9,5,9,18391,183
0,16,3,9,5,15492,245
0,14,5,9,6,16142,230
1,22,6,4,4,16926,229
0,29,4,3,7,15517,231
1,25,7,9,7,16929,228
0,68,3,6,3,15094,237
0,14,5,10,6,14604,146
1,16,1,0,1,15268,269
1,19,6,4,9,16317,210
0,57,3,6,4,15426,212
0,16,0,4,0,14052,229
1,18,6,7,4,15369,200
0,18,9,6,8,16961,191
1,17,8,1,9,18177,256
1,21,9,7,10,17329,223
1,19,13,7,13,19161,232
0,18,3,6,3,14649,200
1,15,2,2,2,15367,238
0,12,4,5,4,16229,247
0,19,6,6,8,17258,239
1,16,13,1,15,22177,230
0,18,9,8,12,18004,251
1,27,15,3,14,20567,221
0,32,7,8,7,16650,212
0,16,2,6,2,14710,231
0,16,3,7,5,15442,237
0,14,10,7,7,18923,241
0,12,3,8,2,14783,206
1,15,12,7,17,18074,211
1,12,9,7,8,17684,224
0,16,5,8,4,15476,184
0,36,8,5,6,17622,252
1,15,6,4,6,16385,208
0,14,3,8,5,14425,198
1,12,6,5,3,16059,212
1,13,9,3,13,18633,246
0,16,3,6,2,15731,251
1,10,7,8,9,17371,227
0,13,5,12,9,15631,199
1,18,8,7,4,16935,210
1,38,7,7,6,16639,214
1,38,7,3,6,16738,219
0,18,3,4,4,15419,251
1,18,4,8,2,14752,209
0,14,6,4,7,16508,204
0,20,6,10,8,16544,223
1,24,4,5,3,15597,238
0,18,8,3,14,18022,242
0,15,5,10,5,15714,208
0,23,7,5,9,16219,197
0,16,9,8,8,16956,219
1,12,11,2,9,19280,252
1,45,10,8,22,19540,247
1,10,5,5,7,16038,228
1,16,5,2,5,16594,227
1,16,4,6,6,16040,214
1,19,7,7,8,16282,211
0,16,4,6,7,15527,202
0,10,7,9,4,15933,221
0,108,6,6,9,17070,208
0,14,3,4,0,15084,224
0,148,8,4,10,16600,192
1,9,6,8,7,15982,186
1,59,5,5,4,16355,221
1,86,6,10,5,17040,215
1,19,6,2,9,16737,243
0,13,7,13,3,17090,222
0,9,5,15,5,14689,168
1,19,7,6,8,16135,196
0,70,6,5,5,16500,202
0,14,6,7,8,17318,237
1,20,9,2,14,18202,232
0,33,5,5,10,17208,260
0,11,5,2,8,16496,251
1,26,10,5,6,17915,222
0,15,10,8,16,18917,210
0,13,8,12,8,16484,176
0,20,13,7,10,19402,213
0,13,4,1,5,15869,249
1,15,6,2,5,17338,256
1,16,12,1,10,18849,231
0,17,6,11,8,15250,183
0,23,4,7,6,15210,207
1,34,8,8,9,16692,181
1,19,4,4,3,16621,255
0,15,3,6,4,15698,226
0,17,2,10,3,14593,199
1,16,7,8,8,16712,221
0,16,6,10,8,16837,191
0,17,5,5,5,15514,200
1,53,8,8,4,17236,235
0,33,7,14,10,16204,182
1,11,9,6,10,18422,219
0,20,5,8,6,15356,207
0,146,2,4,1,14848,205
1,17,4,4,3,15688,237
1,20,4,4,2,14926,203
0,39,7,14,5,16190,207
1,15,6,2,8,16318,226
0,30,6,11,8,15376,196
0,18,1,10,1,14666,233
1,17,6,9,3,16301,235
0,16,4,11,9,15124,213
1,46,10,2,13,19031,212
1,19,11,9,9,18581,239
0,14,7,3,9,17144,230
0,58,9,10,10,18368,204
1,21,6,2,6,16844,243
0,16,8,10,13,16707,204
1,17,10,9,9,17868,177
1,38,13,2,9,20043,264
0,11,3,11,3,14852,194
0,15,7,8,8,16302,183
1,57,17,5,25,23359,237
1,21,8,6,12,18352,242
1,42,3,6,1,16873,240
0,23,7,6,6,16949,236
1,43,5,8,3,16344,230
0,16,5,6,6,15268,211
1,15,8,7,8,16463,186
1,18,7,4,6,17049,221
1,15,4,2,3,15811,242
0,16,1,9,1,14109,205
0,15,2,8,2,12292,152
1,89,10,3,16,18487,211
0,18,8,5,7,16860,198
1,16,7,5,14,17798,222
0,18,6,6,4,15789,230
0,16,13,7,19,19609,207
0,16,5,6,6,14853,174
0,14,3,4,2,15369,221
1,20,6,8,7,17053,219
1,21,11,9,10,17307,161
0,15,3,9,3,14881,195
1,15,9,4,7,17928,250
0,15,3,3,2,14876,221
1,16,3,2,3,15356,212
1,15,7,7,7,16122,168
1,44,4,4,4,15426,211
1,16,7,7,5,16448,216
0,16,2,5,1,14182,220
1,12,4,7,4,15891,200
1,16,5,13,5,15858,219
0,12,4,8,5,14949,180
0,13,2,6,3,14377,210
0,16,5,3,6,15946,223
0,14,2,6,3,15584,234
1,11,4,3,3,15800,244
0,13,6,6,7,16210,231
1,20,13,4,7,20587,229
1,16,3,5,3,15735,233
0,15,8,7,7,17378,242
0,15,10,5,14,17993,222
1,20,5,7,9,16072,236
0,20,3,5,4,15557,251
0,17,3,13,3,14467,209
1,19,8,9,12,16096,197
1,16,7,4,8,16351,171
1,22,6,4,5,16538,227
1,18,5,2,3,16337,259
1,44,10,2,13,17519,209
0,11,2,3,5,14305,214
0,16,12,5,9,18279,174
1,21,8,6,9,17808,246
0,16,6,6,5,17360,250
1,36,11,6,10,18849,220
0,16,4,4,6,15641,244
0,18,2,6,2,13408,185
1,14,13,10,15,19366,229
0,16,7,6,8,16646,204
0,13,3,9,4,15009,207
0,17,5,9,5,15921,210
1,15,8,6,12,18012,210
0,13,5,12,5,15224,203
0,16,6,15,7,15484,165
1,12,3,3,2,15550,249
0,18,6,4,5,15895,225
1,57,8,5,7,16776,207
0,8,1,5,2,13444,197
1,37,11,9,11,17971,162
0,14,1,7,3,12959,172
1,15,9,9,7,17225,217
0,15,9,6,8,17848,212
0,13,2,4,1,15448,215
0,18,5,6,7,15425,208
1,18,5,3,10,15717,211
0,11,5,8,1,14589,195
1,20,4,5,5,15463,215
0,16,7,8,7,16019,174
1,14,8,4,7,17634,219
0,51,8,8,12,16017,157
1,18,6,7,10,17259,236
1,12,5,2,3,16226,250
0,15,10,4,11,17816,202
0,15,4,6,3,15532,210
1,20,7,7,9,16946,217
0,43,5,6,4,16019,222
1,14,8,4,8,17938,232
1,18,9,6,10,17512,186
1,35,8,5,7,16712,208
0,15,5,6,7,15913,202
0,9,6,9,6,17108,211
1,10,16,9,11,23349,223
0,38,5,5,3,15548,229
0,18,5,2,5,15950,247
1,59,5,2,3,16014,225
0,13,9,15,8,17419,178
0,15,11,5,13,19979,207
0,15,3,8,2,14122,188
1,18,10,11,13,17447,173
0,14,7,8,9,16122,196
0,28,12,11,12,18336,179
0,14,0,12,0,12002,151
0,15,3,5,5,14378,209
0,18,8,4,18,17691,222
1,15,15,11,13,19402,195
1,23,3,1,3,16468,249
0,16,2,11,5,14486,207
1,16,9,8,9,17652,225
1,18,7,3,12,15494,165
0,16,6,8,11,16270,200
0,14,5,6,3,15899,232
0,39,3,12,3,14277,201
1,18,5,6,4,17350,202
1,12,8,9,15,18315,209
1,36,9,2,13,19570,259
1,16,6,5,5,16529,198
1,14,11,5,18,18324,205
1,15,8,3,6,17263,234
1,15,4,0,3,15282,211
0,20,5,4,4,15960,232
0,9,5,5,5,15103,198
1,14,7,3,6,16060,228
0,17,7,9,6,15463,162
0,21,6,10,7,17225,210
0,16,3,9,2,14861,225
1,46,4,1,10,15966,229
0,16,4,6,2,15172,205
1,15,4,7,4,15953,260
1,17,9,5,7,17959,239
1,17,7,2,11,17176,200
1,15,8,4,7,17328,234
0,16,2,6,3,15144,236
0,17,6,6,4,16533,217
0,19,11,8,9,18475,196
0,16,3,7,2,15252,224
1,35,4,9,1,14621,179
0,14,6,8,7,15953,221
1,14,5,2,5,16627,223
1,16,8,8,4,17240,248
0,21,5,2,4,15796,221
1,16,8,2,10,18330,232
0,11,6,7,8,15684,202
1,20,7,4,3,17120,233
1,18,4,5,2,15261,233
0,16,11,8,17,18053,189
0,19,3,6,3,15417,224
1,14,8,5,5,16523,193
0,14,8,8,6,16809,210
0,15,5,8,6,15627,199
0,38,0,3,0,13793,223
1,16,3,8,4,14481,214
0,13,8,4,11,16357,196
1,46,10,6,11,18582,222
0,15,1,3,1,13943,235
0,16,10,7,8,18410,241
0,24,6,7,6,16689,240
0,14,6,7,4,16060,200
0,17,3,12,4,14035,185
1,16,9,6,10,17757,218
0,17,2,9,3,14267,204
0,13,6,12,6,15951,223
0,13,8,8,4,16688,216
0,17,3,5,2,14303,187
1,38,9,8,12,17396,205
1,17,9,3,9,18159,245
0,89,7,5,8,16269,202
1,41,4,9,5,15316,198
1,17,5,4,4,16498,237
1,16,16,0,17,20603,245
1,17,10,7,7,19606,220
1,14,7,8,6,16940,234
1,40,6,4,11,16814,238
1,15,9,8,13,18146,199
0,19,3,5,3,15242,216
0,16,10,7,5,17454,204
0,17,5,3,6,16053,227
1,16,2,9,1,14975,222
1,31,4,4,4,16095,241
1,39,8,5,11,17123,223
0,21,6,5,14,16986,231
0,17,3,3,3,14731,204
1,44,8,3,9,17316,227
1,16,1,3,2,14889,256
0,19,5,6,4,16416,253
1,18,7,11,10,16943,215
1,11,13,3,13,19940,192
0,57,8,7,5,16204,184
1,12,7,10,7,17062,220
0,16,6,5,6,15691,212
0,14,1,11,0,13511,200
1,17,12,2,11,18927,231
1,45,7,6,10,16164,196
1,15,4,4,8,15572,221
0,14,5,7,2,17469,229
1,16,3,10,4,14686,206
0,15,8,6,10,16325,193
1,15,9,4,12,17233,202
0,17,3,8,4,16004,241
1,16,6,6,9,16651,218
1,43,2,6,2,14959,229
0,14,5,10,4,15917,200
1,37,6,6,9,15754,198
0,16,8,8,9,16891,201
0,18,3,15,3,14878,197
1,18,7,3,7,17150,225
0,17,5,4,6,15941,236
1,13,7,3,11,17802,239
1,11,5,6,4,15548,181
1,16,5,2,6,15556,219
1,38,6,5,6,16098,209
1,15,6,5,6,16107,213
0,14,7,2,6,16315,201
0,15,6,7,13,16587,199
0,15,8,6,9,16112,201
1,20,10,2,12,18212,196
0,13,3,5,2,14761,204
0,39,5,5,5,17613,251
0,46,8,5,13,16384,218
1,40,6,6,3,17001,230
0,120,4,9,3,15084,211
1,17,8,8,5,16918,216
1,16,9,8,13,18562,203
1,10,5,6,9,15822,219
0,41,9,4,10,17405,187
1,11,11,5,12,19696,222
1,11,9,11,11,17322,182
1,16,4,2,4,15532,227
0,21,10,8,7,17823,237
0,16,1,12,0,13291,201
1,16,7,11,7,16851,216
1,17,7,2,8,16830,232
1,16,5,5,7,16061,210
0,18,2,2,2,15608,260
0,15,5,9,3,15144,205
0,15,7,6,7,15778,213
1,14,2,4,1,14721,234
1,33,8,3,6,16154,192
0,17,6,9,4,15136,170
0,11,2,4,3,14231,201
1,16,4,2,4,16470,232
1,19,0,3,0,13674,229
0,15,5,10,5,15251,210
1,15,11,5,14,18856,231
1,68,7,9,8,16274,204
0,17,7,8,5,17241,242
1,15,4,8,4,16201,204
0,12,5,10,6,15622,200
0,19,7,6,8,17575,209
1,21,5,10,8,16408,228
1,16,9,7,13,18073,221
1,49,4,9,4,15370,200
0,20,2,4,1,14659,235
0,19,11,5,10,18855,180
0,10,2,5,2,14695,230
0,14,6,7,7,17927,213
1,17,5,2,5,16326,217
1,24,12,4,13,18552,207
1,42,7,2,3,16669,226
0,20,6,13,8,15304,175
0,20,5,6,6,15242,198
0,11,2,3,5,14237,178
0,26,3,9,4,14280,190
1,18,9,8,15,18809,225
0,14,0,6,0,14238,234
0,18,4,5,5,15101,205
1,34,8,1,11,18237,221
1,17,8,1,5,19820,247
0,15,9,8,9,16884,193
0,23,6,14,7,15880,204
0,45,4,9,3,15430,240
0,11,2,5,2,14258,216
1,20,0,5,0,14849,249
1,13,7,7,6,17023,198
1,19,12,5,9,19143,243
0,50,5,6,4,15620,214
1,18,8,8,11,18623,229
1,15,5,3,5,16564,222
1,16,11,7,16,18421,232
0,34,7,5,8,17364,215
1,37,8,7,14,16749,174
0,15,9,10,9,17987,209
0,14,6,7,4,16103,220
1,19,10,6,12,18384,226
1,16,9,7,14,17465,211
0,15,6,9,8,15591,204
1,19,3,2,2,15391,232
0,9,2,9,2,14953,228
1,14,5,2,11,16640,247
1,16,3,5,4,15501,245
0,17,11,6,12,18891,235
1,17,6,8,4,16999,232
1,34,11,8,11,18291,195
0,16,1,4,1,14588,234
1,36,6,2,4,16432,208
0,16,5,10,3,16199,216
1,47,10,8,12,17342,179
0,17,3,1,4,16247,257
1,30,8,4,4,17038,233
0,12,3,6,2,14607,204
0,18,5,10,8,14839,208
1,16,3,7,5,15142,235
0,17,8,4,10,17836,235
1,17,6,6,6,16538,231
1,21,15,9,22,20558,230
1,16,13,5,18,19813,236
1,16,14,6,11,18537,200
1,15,5,0,5,17806,244
1,18,13,5,11,20853,270
0,16,5,2,5,16441,243
0,13,4,4,5,15801,206
0,18,4,5,6,15871,229
0,17,7,8,6,16199,206
0,29,5,9,7,15831,208
0,17,2,8,1,14467,215
0,16,6,10,12,17795,228
1,17,5,7,4,15832,236
1,17,13,5,9,18170,191
0,12,5,2,6,16196,238
0,26,2,3,4,14680,207
1,13,9,6,8,17029,201
0,15,3,3,4,14298,228
0,12,1,10,0,14058,214
1,20,8,4,11,17385,221
1,17,11,7,10,19008,235
0,19,8,9,13,18038,236
1,16,6,3,3,16454,228
1,18,11,9,9,18313,214
1,15,6,3,7,17057,243
0,29,4,11,5,15046,214
0,12,3,6,5,14455,199
1,15,11,5,12,18480,201
1,15,12,9,11,19153,217
1,18,5,4,5,16688,226
0,30,6,8,6,15567,167
1,15,3,0,3,15429,218
1,13,9,6,10,17491,194
0,19,9,6,15,17679,222
1,11,8,4,9,17397,244
0,13,7,14,11,14416,90
0,20,7,11,10,16820,202
1,16,6,4,5,15659,211
1,18,10,8,6,19353,223
0,18,11,9,13,17794,211
1,17,7,8,2,16443,228
1,15,7,2,9,17773,242
1,10,6,13,5,14996,181
0,16,5,9,3,15803,217
1,48,6,9,8,16241,211
1,12,11,9,11,17774,180
0,40,6,6,4,15823,214
1,19,10,0,7,17684,224
0,17,8,4,5,17898,247
1,11,3,5,3,15562,222
0,38,3,4,4,14881,196
1,16,5,2,9,16636,246
1,20,7,8,5,16396,209
0,16,3,7,4,15396,218
1,16,11,11,7,18164,198
1,13,11,9,17,17774,193
0,17,6,4,8,16990,244
1,18,6,2,6,16508,228
0,16,3,6,1,15533,244
1,16,4,3,5,15391,191
1,16,2,3,3,15076,196
1,18,7,7,6,16119,217
0,14,2,7,2,14377,194
1,17,3,7,0,13958,176
1,21,13,11,8,18834,203
1,15,10,7,6,17895,208
1,46,6,7,4,16526,215
0,16,8,9,9,16075,200
0,12,9,10,10,18947,215
0,17,3,10,2,15137,214
0,19,5,4,5,16157,240
0,20,4,6,2,15152,229
1,19,8,4,8,17041,227
1,19,6,0,7,16742,236
0,12,4,6,3,15660,246
1,16,6,3,5,16298,229
1,30,4,7,5,15860,228
